3.180166147455867291e-03,3.236245954692556787e-03,5.000000000000000000e-01,1.000000000000000048e-04
3.245067497403946073e-03,3.236245954692556787e-03,5.000000000000000000e-01,1.000000000000000048e-04
3.245067497403946073e-03,3.236245954692556787e-03,5.000000000000000000e-01,5.000000000000000240e-05
3.245067497403946073e-03,3.236245954692556787e-03,5.000000000000000000e-01,2.500000000000000120e-05
3.245067497403946073e-03,3.236245954692556787e-03,5.000000000000000000e-01,1.250000000000000060e-05
3.245067497403946073e-03,3.236245954692556787e-03,5.000000000000000000e-01,6.250000000000000300e-06
3.245067497403946073e-03,3.236245954692556787e-03,5.000000000000000000e-01,3.125000000000000150e-06
3.245067497403946073e-03,3.236245954692556787e-03,5.000000000000000000e-01,1.562500000000000075e-06
3.245067497403946073e-03,3.236245954692556787e-03,5.000000000000000000e-01,7.812500000000000374e-07
3.245067497403946073e-03,3.236245954692556787e-03,5.000000000000000000e-01,3.906250000000000187e-07
